city_slug,category,tier_order,example_label,price_peak,price_off_peak,display_order,guestCount
maui,Music & Entertainment,2,Maui Soul Project or Hawaiian Time Band,9500,7500,2,
maui,Music & Entertainment,2,Tropical Vibes Trio (expanded) or Aloha Wedding Band,7000,6000,3,
miami,Music & Entertainment,1,Frankie Marcos Live or Suede Miami,17500,13500,1,
miami,Music & Entertainment,1,The Chill or Bossa Nova All Stars,15000,11500,2,
miami,Music & Entertainment,1,Cliquesh or Latin Vibe Miami,13000,10000,3,
miami,Music & Entertainment,2,Miami Mood Band or Hits Unlimited Miami,11500,9000,1,
miami,Music & Entertainment,2,Sound Effects Miami or Magic City Sound,9000,7500,2,
miami,Music & Entertainment,2,Coral Reef Band or Sunset Vibes,6500,5500,3,
napa-sonoma,Music & Entertainment,2,Ben Mallare Entertainment (smaller setup) or Cover Me Badd (8-piece),16500,13500,1,
napa-sonoma,Music & Entertainment,2,Lucky Devils Band (Napa bookings) or Pop Rocks Napa,13500,11000,2,
napa-sonoma,Music & Entertainment,2,Napa Valley Band or Wine Country Sounds,10500,8500,3,
nashville,Music & Entertainment,1,The Cleverlys or Will Hoge,19500,15500,1,
nashville,Music & Entertainment,1,Music City Hitmakers or Nashville Wedding Bands,17000,13500,2,
nashville,Music & Entertainment,1,The Trick or Downtown Brown,14500,11500,3,
nashville,Music & Entertainment,2,Nashville Sound Machine or The Country Wedding Band,13000,10500,1,
nashville,Music & Entertainment,2,The Hitmen Nashville or Big Star Band,10500,8500,2,
nashville,Music & Entertainment,2,Tennessee Soul or Belle Meade Band,8500,7000,3,
new-york-city,Music & Entertainment,2,Hank Lane (smaller package like Atlantic) or 23 Layers (8-piece),23000,17500,1,
new-york-city,Music & Entertainment,2,Elan Artists (8-piece) or Pulse Productions,20000,15000,2,
new-york-city,Music & Entertainment,2,Big Band of Brothers or NYC Soul Project,16500,12500,3,
new-york-city,Music & Entertainment,3,Manhattan Strings Quartet or NYC Wedding Ensemble,11500,9500,1,
new-york-city,Music & Entertainment,3,Five Stars Strings or Park Avenue Trio,8000,6500,2,
new-york-city,Music & Entertainment,3,Brooklyn Brass Quartet or Ceremony Strings NYC,5500,4500,3,
philadelphia,Music & Entertainment,2,The Eddie Bruce Orchestra or Excel Entertainment,10500,8500,1,
philadelphia,Music & Entertainment,2,Bachelor Boys Band or Synergy Philadelphia,8500,7000,2,
philadelphia,Music & Entertainment,2,Philly Soul Band or Liberty Bell Band,6000,5000,3,
portland,Music & Entertainment,1,Patrick Lamb Productions or Pacific Northwest Music Project,17500,14000,1,
portland,Music & Entertainment,1,The Rose City Band or Soul Vaccination,14500,11500,2,
portland,Music & Entertainment,1,PDX Sound Machine or Cascadia Wedding Band,12000,9500,3,
salt-lake-city,Music & Entertainment,1,Salt Lake Pops Orchestra or Wasatch Wedding Band,13500,11000,1,
salt-lake-city,Music & Entertainment,1,The Joe Muscolino Band or SLC Soul Project,11000,9000,2,
salt-lake-city,Music & Entertainment,1,The Royal Dukes (Utah) or Park City Sound,8500,7000,3,
san-diego,Music & Entertainment,1,Liquid Blue or West Coast Music San Diego,21000,16500,1,
san-diego,Music & Entertainment,1,Pop Vinyl San Diego or The Mighty Untouchables,18000,14000,2,
san-diego,Music & Entertainment,1,Souled Out or San Diego Wedding Band Co.,15000,12000,3,
san-diego,Music & Entertainment,2,The Replicas San Diego or Coast Live Band,11500,9500,1,
san-diego,Music & Entertainment,2,Sound Stage San Diego or Beach City Band,9000,7500,2,
san-diego,Music & Entertainment,2,La Jolla Sound or San Diego Soul,6500,5500,3,
san-francisco,Music & Entertainment,1,Pop Rocks SF or Black Tie Band,19000,15500,1,
san-francisco,Music & Entertainment,1,Cover Me Badd (SF) or Notorious 9,16500,13500,2,
san-francisco,Music & Entertainment,1,Bay City Music or The Hitmakers SF,14500,11500,3,
san-francisco,Music & Entertainment,2,Lava Lounge Live or White Tie Affair SF,13000,10500,1,
san-francisco,Music & Entertainment,2,The Brazilian Beat or West Coast Sound,10500,8500,2,
san-francisco,Music & Entertainment,2,Bay Area Soul or Marin Music Project,7500,6500,3,
sedona,Music & Entertainment,1,Red Rock Rhythm or Sedona Sound,18000,14500,1,
sedona,Music & Entertainment,1,Desert Heat Band or Verde Valley Wedding Band,15500,12500,2,
sedona,Music & Entertainment,1,Canyon Echo or Arizona Wedding Band Co.,12500,10000,3,
sedona,Music & Entertainment,2,Sedona Soul or High Desert Band,10500,8500,1,
sedona,Music & Entertainment,2,Red Rock Trio (expanded) or Sycamore Sound,8500,7000,2,
sedona,Music & Entertainment,2,The Boynton Canyon Band or Arizona Acoustic,6000,5000,3,
tampa-st-pete,Music & Entertainment,1,Big Night Music or Suncoast Bands,15000,12500,1,
tampa-st-pete,Music & Entertainment,1,Tampa Bay Wedding Bands or Florida Premier Band,13000,10500,2,
tampa-st-pete,Music & Entertainment,1,Bay Area Beat or Sunshine Sound,11000,9000,3,
washington-dc,Music & Entertainment,1,Tribeca DC or East Coast Entertainment DC,17500,13500,1,
washington-dc,Music & Entertainment,1,Trade Mark or Onyx Band DC,15000,11500,2,
washington-dc,Music & Entertainment,1,The Capitol Beat or DC Sound Machine,13000,10000,3,
washington-dc,Music & Entertainment,2,The Klaxton Brown Project or Bachelor Boys (DC bookings),11500,8800,1,
washington-dc,Music & Entertainment,2,DC Soul Project or Capitol Hill Band,9000,7500,2,
washington-dc,Music & Entertainment,2,Beltway Sound or Metro Live,7000,6000,3,
aspen-vail,Photography & Video,1,Cluney Photo or Eric Kelley (mountain projects),23000,18500,1,
aspen-vail,Photography & Video,1,The Hearnes (Aspen bookings) or O'Malley Photographers,19500,15500,2,
aspen-vail,Photography & Video,1,Aspen Photo Co. or Tara Marolda,16000,12500,3,
aspen-vail,Photography & Video,2,Catie Coyle Photography or Becca Henry Photography,13500,11000,1,
aspen-vail,Photography & Video,2,Aspen Branch Studio or Vail Wedding Photographers,11000,9000,2,
aspen-vail,Photography & Video,2,Tory Williams Photography or Brooke Pavel Photography,9000,7500,3,
key-west,Photography & Video,1,Filda Konec Photography or Devon Donnahoo Photography,19500,16500,1,
key-west,Photography & Video,1,Karrie Porter Photography or Saltwater Studios Key West,16500,14000,2,
key-west,Photography & Video,1,Olya Vysotskaya Photography or Florida Keys Photography Co.,13500,11500,3,
key-west,Photography & Video,2,KW Wedding Photo or Sunset Shore Photography,11500,9500,1,
key-west,Photography & Video,2,Conch Coast Photography or Beach Bride Photo Co.,9500,8000,2,
key-west,Photography & Video,2,Marathon Mile Photo or Lower Keys Wedding Photo,7500,6500,3,
lake-tahoe,Photography & Video,1,Trinette + Chris or Brian Macstay Photography,21500,17500,1,
lake-tahoe,Photography & Video,1,Eric Asistin Photographers or Krista Mason Photography,18500,15000,2,
lake-tahoe,Photography & Video,1,Bergreen Photography (Tahoe) or Theilen Photography,15500,12500,3,
lake-tahoe,Photography & Video,2,Tahoe Unveiled Photography or Tahoe Wedding Studios,12500,10500,1,
lake-tahoe,Photography & Video,2,Sierra Image Studio or Truckee Wedding Photo,10500,9000,2,
lake-tahoe,Photography & Video,2,Sage Photography Tahoe or Brent Schultz Photography,8500,7000,3,
maui,Photography & Video,1,Anna Kim Photography or Aaron Delesie (Maui projects),21500,17500,1,
maui,Photography & Video,1,Tamiz Photography or Wendy Laurel Photography,18500,15000,2,
maui,Photography & Video,1,Trish Barker Photography or Chris J. Evans Photography,15500,12500,3,
maui,Photography & Video,2,Anna Kim (associate team) or Naomi Levit Photography,12500,10500,1,
maui,Photography & Video,2,Cadencia Photography or Hawaii Wedding Photo Co.,10500,9000,2,
maui,Photography & Video,2,Tropical Light Wedding Photo or Maui Imagery,8500,7000,3,
napa-sonoma,Photography & Video,2,JBJ Pictures (associate team) or Meg Sexton Weddings (associate),15000,12500,1,
napa-sonoma,Photography & Video,2,Larissa Cleveland Photography or Carlie Statsky Photography,12500,10500,2,
napa-sonoma,Photography & Video,2,Sylvie Gil (associate) or Napa Valley Wedding Photo Co.,10500,9000,3,
sedona,Photography & Video,1,Andrew Abajian Photography or Brushfire Photography,17500,14500,1,
sedona,Photography & Video,1,Stori Image Photography or Sedona Bride Photography,14500,12000,2,
sedona,Photography & Video,1,Red Rock Stories Photography or Verde Valley Wedding Photo,12000,10000,3,
las-vegas,Venue,1,Bellagio Las Vegas (Fountain Courtyard premium) or Wynn Las Vegas,45000,32000,1,
las-vegas,Venue,1,Aria Resort or Caesars Palace (premium ballroom package),38000,27000,2,
las-vegas,Venue,1,The Cosmopolitan Boulevard Penthouse or Encore Beach Club,30000,21000,3,
las-vegas,Venue,2,Red Rock Country Club or Spanish Trail Country Club,24000,17500,1,
las-vegas,Venue,2,Lake Las Vegas estate buyouts or Stallion Mountain Country Club,20000,14000,2,
las-vegas,Venue,2,The Grove Las Vegas or Anthem Country Club,17000,12000,3,
las-vegas,Venue,3,Aria Resort ballroom or Venetian Resort Las Vegas,20000,14500,1,
las-vegas,Venue,3,Caesars Palace ballroom or MGM Grand Conference Center,16500,12000,2,
las-vegas,Venue,3,Paris Las Vegas Eiffel Tower Restaurant or Mandalay Bay,13500,9500,3,
orlando,Venue,1,Walt Disney World Wedding Pavilion or Disney's Grand Floridian,28000,20000,1,
orlando,Venue,1,The Ritz-Carlton Orlando Grande Lakes or Four Seasons Orlando,25000,18000,2,
orlando,Venue,1,Waldorf Astoria Orlando or Hyatt Regency Grand Cypress,22500,16500,3,
orlando,Venue,2,Casa Feliz Historic Home or The Howey Mansion,20000,14000,1,
orlando,Venue,2,Bella Collina or Cypress Grove Estate House,17500,12500,2,
orlando,Venue,2,Capen House (Winter Park) or Estate on the Halifax,15000,10800,3,
orlando,Venue,3,The Alfond Inn (Winter Park) or Hyatt Regency Orlando,17000,12500,1,
orlando,Venue,3,Loews Sapphire Falls Resort or Loews Royal Pacific Resort,13000,9500,2,
orlando,Venue,3,Hilton Orlando Bonnet Creek or Wyndham Grand Orlando,10500,7500,3,
santa-barbara,Venue,1,San Ysidro Ranch or Belmond El Encanto,75000,55000,1,
santa-barbara,Venue,1,Bacara Resort & Spa (Ritz-Carlton Bacara) or Rosewood Miramar Beach,65000,48000,2,
santa-barbara,Venue,1,Four Seasons The Biltmore Santa Barbara (full buyout) or Hummingbird Nest Ranch,55000,42000,3,
santa-barbara,Venue,2,Santa Barbara Historical Museum or Lotusland,46000,33000,1,
santa-barbara,Venue,2,Private Montecito estate buyouts or Hope Ranch private property,40000,28500,2,
santa-barbara,Venue,2,Bacara Garden Cottages or Casa Dorinda,35000,25000,3,
santa-barbara,Venue,3,Four Seasons The Biltmore Santa Barbara (smaller package) or Rosewood Miramar Beach,32000,23000,1,
santa-barbara,Venue,3,Bacara Resort (smaller package) or El Encanto (smaller package),27000,19500,2,
santa-barbara,Venue,3,Hilton Santa Barbara Beachfront or Hyatt Centric Santa Barbara,23000,17000,3,
palm-springs,Venue,1,Korakia Pensione or Parker Palm Springs (full buyout),52000,36000,1,
palm-springs,Venue,1,Frederick Loewe Estate or The Saguaro Palm Springs,45000,31000,2,
palm-springs,Venue,1,Sunnylands Center & Gardens or Sands Hotel & Spa Indian Wells,38000,26500,3,
palm-springs,Venue,2,Movie Colony private estate buyouts or Smoke Tree Ranch,30000,21000,1,
palm-springs,Venue,2,The Lautner Compound or Houdini Estate Palm Springs,26500,18500,2,
palm-springs,Venue,2,Casa Cody or Hacienda at Warm Sands,23000,16000,3,
palm-springs,Venue,3,La Quinta Resort & Club or Westin Mission Hills,23000,16500,1,
palm-springs,Venue,3,Hyatt Regency Indian Wells or Renaissance Esmeralda Resort,19000,13500,2,
palm-springs,Venue,3,The Riviera Palm Springs or Avalon Hotel & Bungalows,15500,11000,3,
hudson-valley,Venue,1,Mohonk Mountain House (full-property buyout) or Blue Hill at Stone Barns,85000,65000,1,
hudson-valley,Venue,1,Valley Rock Inn (peak 2026 weekend) or The Garrison,75000,58000,2,
hudson-valley,Venue,1,Glenmere Mansion (full buyout) or The Roundhouse at Beacon Falls,62000,46000,3,
hudson-valley,Venue,2,Wing's Castle or Catalyst Estate,48000,34000,1,
hudson-valley,Venue,2,Beechwood Country Club or Brotherhood Winery,42000,30000,2,
hudson-valley,Venue,2,Locust Grove Estate or Vassar College Alumnae House,36000,26000,3,
hudson-valley,Venue,3,The Roundhouse at Beacon Falls or Rhinecliff Hotel,32000,23000,1,
hudson-valley,Venue,3,Hutton Brickyards or Diamond Mills Hotel,27000,19500,2,
hudson-valley,Venue,3,The Hudson House (Cold Spring) or Buttermilk Falls Inn,23500,17000,3,
newport,Venue,1,The Chanler at Cliff Walk or Rosecliff (Newport Mansions),95000,70000,1,
newport,Venue,1,Marble House or The Breakers,85000,62000,2,
newport,Venue,1,The Elms or Castle Hill Inn (full estate buyout),72000,53000,3,
newport,Venue,2,Castle Hill Inn or OceanCliff,52000,38000,1,
newport,Venue,2,Belle Mer Ocean Lawn (Ocean Lawn buyout) or Newport Vineyards,45000,33000,2,
newport,Venue,2,Private Newport mansion buyouts or Bellevue Mansion,38000,28000,3,
newport,Venue,3,Belle Mer (smaller package) or Newport Harbor Hotel & Marina,32000,23000,1,
newport,Venue,3,Newport Marriott or The Vanderbilt Newport,27000,19500,2,
newport,Venue,3,Hotel Viking or Forty 1Â° North,23500,17000,3,
park-city,Venue,1,Stein Eriksen Lodge Deer Valley or Montage Deer Valley (full buyout),80000,56000,1,
park-city,Venue,1,The St. Regis Deer Valley or The Lodge at Blue Sky,68000,48000,2,
park-city,Venue,1,Pendry Park City or Empire Pass private estates,58000,40000,3,
park-city,Venue,2,Pendry Park City (smaller package) or The Lodge at Blue Sky (smaller package),44000,31000,1,
park-city,Venue,2,Empire Pass private buyouts or Park City Mountain Resort base lodges,38000,26500,2,
park-city,Venue,2,Promontory Club (private) or Tuhaye Park City,32000,22500,3,
park-city,Venue,3,Waldorf Astoria Park City or Hotel Park City,28000,19500,1,
park-city,Venue,3,Westgate Park City Resort or Newpark Resort,23000,16000,2,
park-city,Venue,3,Hyatt Centric Park City or Doubletree Park City,19000,13500,3,
carmel-big-sur,Venue,1,Post Ranch Inn (full buyout with lodging) or Ventana Big Sur,72000,52000,1,
carmel-big-sur,Venue,1,Bernardus Lodge (full buyout) or Carmel Valley Ranch,62000,45000,2,
carmel-big-sur,Venue,1,Quail Lodge & Golf Club (full buyout) or Hidden Valley Music Seminars,52000,38000,3,
carmel-big-sur,Venue,2,Holman Ranch or Carmel Valley Ranch (smaller package),42000,30000,1,
carmel-big-sur,Venue,2,Private Carmel Valley estate buyouts or Folktale Winery,37000,26500,2,
carmel-big-sur,Venue,2,Earthbound Farm Stand or Cooper Garrod Estate Vineyards,32000,23000,3,
carmel-big-sur,Venue,3,Quail Lodge ballroom or Carmel Valley Ranch (smaller package),28000,19500,1,
carmel-big-sur,Venue,3,Inn at Spanish Bay or The Lodge at Pebble Beach (extended Carmel),24000,17000,2,
carmel-big-sur,Venue,3,Monterey Plaza Hotel & Spa or Casa Munras Garden Hotel,20000,14500,3,
hamptons,Venue,1,Topping Rose House or Private oceanfront estate buyouts (Sagaponack),140000,100000,1,
hamptons,Venue,1,WÃ¶lffer Estate Vineyard (55-acre buyout) or The Maidstone Club (private),120000,88000,2,
hamptons,Venue,1,Baker House 1650 or East Hampton oceanfront private estates,100000,75000,3,
hamptons,Venue,2,Bridgehampton private estate buyouts or Sag Harbor historic homes,68000,50000,1,
hamptons,Venue,2,Amagansett oceanfront properties or Wickapogue Beach Club,58000,42000,2,
hamptons,Venue,2,Quogue private estates or Water Mill private property buyouts,50000,37000,3,
hamptons,Venue,3,Gurney's Montauk Resort or Baker House 1650 (smaller package),45000,32000,1,
hamptons,Venue,3,EHP Resort & Marina or The American Hotel Sag Harbor,38000,28000,2,
hamptons,Venue,3,Mill House Inn or The Surf Lodge Montauk,32000,23500,3,
hilton-head,Venue,1,Montage Palmetto Bluff or Inn at Palmetto Bluff,48000,34000,1,
hilton-head,Venue,1,Sea Pines Resort marquee packages or Belfair Plantation,40000,29000,2,
hilton-head,Venue,1,Hampton Hall Plantation or Old Tabby Links Plantation,33000,23500,3,
hilton-head,Venue,2,Hampton Hall Plantation (smaller package) or Belfair Plantation (smaller),26000,18500,1,
hilton-head,Venue,2,Private Sea Pines property buyouts or Long Cove Club,22500,16000,2,
hilton-head,Venue,2,Wexford Plantation or Indigo Run private buyouts,19500,14000,3,
hilton-head,Venue,3,Hilton Head Marriott Resort or Westin Hilton Head Island,18500,13500,1,
hilton-head,Venue,3,Sea Pines Resort (smaller package) or Omni Hilton Head Oceanfront,14500,10500,2,
hilton-head,Venue,3,Sonesta Resort Hilton Head or Holiday Inn Resort Beach House,11500,8500,3,
