city,state,slug,market_type,peak_season_start,peak_season_end,llm_context,category,tier_order,tier_name,pricing_type,price_low_peak,price_high_peak,price_low_off_peak,price_high_off_peak,blurb,foodModel,alcoholModel,foodMinimum,alcoholMinimum,minimumIsCombined
Miami,Florida,miami,metro,November,April,,Photography & Video,4,Lead Photographer Only,flat,2500,5000,2200,4200,"A single experienced photographer, full-day coverage, no video. Rateven's Miami market data puts the photography range at $2,000 to $4,950 with a median of $3,475. For a wedding with a photogenic venue and a clear visual story to tell, a skilled solo photographer who knows Miami's light and architecture captures everything that matters.",extra,extra,,,false
Miami,Florida,miami,metro,November,April,,Photography & Video,5,Friend / Hobbyist,flat,300,1200,300,1000,"A trusted friend or a newer photographer at an entry-level rate. Works for intimate beach ceremonies, micro-weddings at family properties, and small courthouse celebrations. For anything at Vizcaya, Fontainebleau, or a comparable premium venue, the gap between a professional who knows how to manage a full wedding day and an enthusiastic amateur is very visible in the final images.",extra,extra,,,false
Miami,Florida,miami,metro,November,April,,Wedding Planner,1,Full-Service Planner,flat,5000,14000,4000,11000,"Full-service planning in Miami requires local expertise â€” navigating Miami-Dade permitting, knowing which hotel caterers produce the best results, understanding the service charge and tax stacking at different venue types, and managing the logistical complexity of getting vendors to waterfront estate properties with restricted access. Elev8 puts Miami full-service planning at $3,000 to $10,000; experienced Miami wedding planners managing destination events for out-of-town couples at Vizcaya, the Fontainebleau, or private estate properties run $5,000 to $14,000.",extra,extra,,,false
Miami,Florida,miami,metro,November,April,,Wedding Planner,2,Partial Planning,flat,3000,7000,2500,6000,"Partial planning for couples who have booked their venue and key vendors but need local expertise for remaining vendor sourcing, contract review, and day-of management. Miami's Art Basel (early December), Ultra Music Festival (late March), F1 Grand Prix (early May), and Miami Open tennis tournament (late March) create citywide hotel and vendor demand spikes â€” a local planner's calendar awareness prevents booking conflicts that can derail a wedding weekend.",extra,extra,,,false
Miami,Florida,miami,metro,November,April,,Wedding Planner,3,Day-Of Coordinator,flat,1500,3500,1200,2800,"Day-of coordination for any Miami waterfront or hotel venue where vendor logistics, timeline management, and the complexity of South Florida's event infrastructure require professional management. Wedding.report puts Miami coordination spend at $3,201 to $3,913 on average for full planning; day-of only from experienced local coordinators runs $1,500 to $3,500.",extra,extra,,,false
Miami,Florida,miami,metro,November,April,,Wedding Planner,4,DIY / No Coordinator,flat,0,0,0,0,"No professional planning or coordination. Realistic for intimate beach elopements, small backyard gatherings at a family property, and micro-weddings of 20 guests or fewer. For anything at a hotel venue, waterfront estate, or any event involving multiple vendors and the logistical complexity of Miami's permitting requirements â€” particularly for out-of-town couples navigating an unfamiliar market â€” the absence of a local coordinator creates significant day-of risk.",extra,extra,,,false
Miami,Florida,miami,metro,November,April,,Stationery & Invitations,1,Custom Letterpress / Foil,flat,2000,5500,2000,5000,"Bespoke letterpress or foil-stamped suites from Miami's boutique stationery designers â€” studios in Wynwood and the Design District that lean into tropical botanicals, watercolor palms, and the city's vibrant color palette. A fully custom letterpress suite with save-the-dates, programs, menus, and escort cards runs $2,000 to $5,500.",extra,extra,,,false
Miami,Florida,miami,metro,November,April,,Stationery & Invitations,2,Printed Suite (Online Designer),flat,500,2000,500,1800,"Semi-custom and designer-template suites from Minted, Zola, or Artifact Uprising. A standard digitally printed suite of 100 sets runs $537 to $783 on Minted. Add save-the-dates and day-of paper goods, and a full package runs $500 to $2,000.",extra,extra,,,false
Miami,Florida,miami,metro,November,April,,Stationery & Invitations,3,Digital Invitations,flat,25,130,25,110,"Paperless Post, Zola's digital invite tools, or a custom digital invite. Common for destination Miami weddings where guests are managing travel logistics and appreciate digital RSVP management. Free platforms available; Paperless Post premium designs run $1 to $3 per send.",extra,extra,,,false
Miami,Florida,miami,metro,November,April,,Stationery & Invitations,4,No Formal Stationery,flat,0,30,0,25,"Word of mouth, a free Zola or The Knot wedding website, and personal outreach. Appropriate for beach elopements, micro-weddings, and intimate family celebrations. A Florida marriage license costs $93.50 in Miami-Dade County â€” that's the only paper the state requires.",extra,extra,,,false
Miami,Florida,miami,metro,November,April,,Venue,1,Iconic Estate / Landmark Institution,flat,30000,42000,17000,25000,"Vizcaya Museum & Gardens â€” the 1916 Italian Renaissance estate on Biscayne Bay with European gardens, terraces, and waterfront views that have no American equivalent â€” begins evening wedding rental at $30,000 to $42,000 for the exclusive experience. Private waterfront estates on Star Island and Hibiscus Island, available through residential buyouts, operate at the same altitude. Peak season is November through April; summer is steeply discounted.",included,included,,,false
Miami,Florida,miami,metro,November,April,,Venue,2,Private Estate / Historic Mansion,flat,22000,30000,11000,17000,"The Deering Estate in Cutler Bay â€” 444 acres with two historic houses and Biscayne Bay frontage â€” and Casa Casuarina (the former Versace mansion on Ocean Drive, now The Villa by Barton G) bring Miami's private historic estate character at $22,000 to $30,000 during peak season. Both offer the kind of historic Miami architecture and waterfront drama that hotel ballrooms cannot replicate.",included,included,,,false
Miami,Florida,miami,metro,November,April,,Venue,3,Grand Hotel Ballroom,flat,12000,24000,7000,15000,"The Fontainebleau Miami Beach â€” one of America's most iconic hotels with soaring ballrooms and ocean views â€” and 1 Hotel South Beach anchor the luxury hotel tier. Always confirm the full charge stack: 1 Hotel South Beach adds a 24% taxable service charge plus 9% Miami Beach F&B tax, making a $230/person dinner approximately $310 all-in before gratuity.",included,included,,,false
Miami,Florida,miami,metro,November,April,,Venue,4,Boutique Hotel / Converted Venue,flat,6500,13000,4000,9000,"Villa Toscana Miami â€” a 4.5-acre Tuscan-inspired estate in South Miami with multiple ceremony spaces, eight rooms, and flexible all-inclusive packages â€” and boutique hotels in Coconut Grove and Coral Gables. Intimate scale (50â€“120 guests), stronger neighborhood character, site fees $6,500â€“$13,000.",minimum,minimum,9000,,true
Miami,Florida,miami,metro,November,April,,Venue,5,Dedicated Wedding Venue,flat,4000,8000,2500,5500,"The Barnacle Historic State Park in Coconut Grove, the Biltmore Hotel's gardens in Coral Gables, and event spaces in Wynwood's arts district. Site fees $4,000â€“$8,000. Many Miami dedicated venues permit outside catering â€” confirm early since in-house requirements significantly affect total cost.",minimum,extra,6000,,false
Miami,Florida,miami,metro,November,April,,Venue,6,Industrial / Loft / Studio Space,flat,2000,5000,1200,3500,"Wynwood's gallery and industrial spaces, Brickell rooftop lofts, and the creative venues of the Design District. BYO catering typically permitted; site fees $2,000â€“$5,000 on a Saturday. Miami's tropical color palette and street art make industrial spaces genuinely beautiful.",minimum,extra,4000,,false
Miami,Florida,miami,metro,November,April,,Venue,7,Restaurant / Private Buyout,flat,1000,3500,700,2500,"Zuma in Brickell, Los Fuegos at Faena Hotel, and the restaurant row of Calle Ocho in Little Havana. Wynwood gallery-restaurants and Coconut Grove's waterfront dining options. For a couple who wants Miami's culinary culture at the center of their wedding, a restaurant buyout delivers genuine character at a fraction of the waterfront resort rate.",included,extra,,,false
Miami,Florida,miami,metro,November,April,,Venue,8,Public Garden / Park,flat,100,1800,100,1400,"Bayfront Park on Biscayne Boulevard, the Miami Beach Botanical Garden on Washington Avenue (dedicated event permits), and beach permits through Miami-Dade County parks. The ocean backdrop makes permit-only public spaces some of the most photogenic ceremony locations in the country at a fraction of private venue costs.",extra,extra,,,false
Miami,Florida,miami,metro,November,April,,Venue,9,Backyard / Family Property,flat,0,2000,0,1500,"A private home in Coral Gables or Coconut Grove with lush tropical landscaping and a pool terrace. Budget covers tent or rain contingency (essential), portable restrooms, and any required Miami-Dade County permits. Summer afternoon thunderstorms are near-daily Juneâ€“September â€” a weather backup plan is not optional.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Attire & Beauty,1,Designer / Couture,flat,4500,14000,4500,12000,"Minneapolis's bridal scene reflects the Twin Cities' strong professional clientele and emerging fashion identity. a&bÃ© bridal shop (Minneapolis location of the boutique chain) and several Edina and Saint Paul bridal boutiques carry designer gowns from Rue de Seine, Made With Love, and Hayley Paige, with gowns running $2,500-$8,000-plus. Professional alterations ($300-$600), hair and makeup from Twin Cities top beauty studios ($300-$500 per session), and partner attire bring total attire and beauty spend to $4,500-$14,000.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Attire & Beauty,2,Bridal Boutique,flat,1800,5000,1800,4500,"Bridal boutiques in the North Loop, Edina, and Saint Paul carry mid-to-upper boutique gowns from $1,200-$3,500 with personalized styling. a&bÃ© Minneapolis carries accessible designer labels for the editorially-minded Twin Cities bride. Professional hair and makeup ($250-$400 per session) and partner attire bring boutique-tier total to $1,800-$5,000.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Attire & Beauty,3,Mid-Range / Sample Sale,flat,700,2200,700,2000,"Twin Cities sample sales (a&bÃ© runs regular sample sales) and online platforms including Still White provide boutique gowns at 40-70 percent off retail. Mid-range hair and makeup from Northeast or Uptown Minneapolis salons runs $130-$200 each. Total mid-range attire and beauty for both partners runs $700-$2,200.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Attire & Beauty,4,Budget / Off-the-Rack,flat,300,1000,300,900,"David's Bridal locations across the Twin Cities metro start under $500 for ready-to-wear gowns. Online retailers from Azazie and ASOS Wedding offer dresses from $150-$600. Men's Wearhouse covers suit rental from $200-$300. Appropriate for Minnehaha Falls elopements, Stone Arch Bridge ceremonies, courthouse weddings at Hennepin County District Court, and small private property gatherings.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Bar & Beverages,1,Premium Open Bar,per_head,58,92,48,75,"Premium spirits, craft cocktails built on Minnesota's strong spirits heritage â€” local whiskey from Tattersall Distilling in Northeast Minneapolis (one of the country's most-decorated craft distilleries) and Du Nord Social Spirits â€” alongside Minnesota wine and craft beer from the Twin Cities' nationally celebrated brewing scene on full pour. A premium bar package from a licensed bar company for a five-hour reception runs $58-$92 per head.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Bar & Beverages,2,Standard Open Bar,per_head,38,60,32,50,"Mid-shelf spirits, Minnesota wine, and Twin Cities craft beer â€” from Surly Brewing (the destination Northeast brewery), Indeed Brewing in Northeast, Fulton Brewing in the North Loop, and Bauhaus Brew Labs â€” on full pour. The Twin Cities have one of the most-celebrated craft brewing scenes in America. Standard open bar from a licensed bar company runs $38-$60 per person for a five-hour reception. Minnesota requires Trained Server certification for bartenders.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Bar & Beverages,3,Beer & Wine Only,per_head,24,40,20,34,"Beer and wine service without spirits. A curated Twin Cities craft beer selection â€” Surly, Indeed, Fulton, Bauhaus, and the broader Northeast Minneapolis brewing district â€” alongside Minnesota wine (the state's emerging cold-climate wineries including Saint Croix Vineyards and Carlos Creek) and Minnesota cider from Minneapolis Cider Co. and Sociable Cider Werks gives a beer-and-wine bar genuine regional character. Budget $24-$40 per person for professionally managed service.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Bar & Beverages,4,Dry Wedding,per_head,5,13,5,11,"No alcohol service. Non-alcoholic options â€” locally roasted Spyhouse Coffee, Five Watt Coffee, or Dogwood Coffee Bar; specialty mocktails; Minnesota cider; and Joia All-Natural Soda (a Minneapolis-based craft non-alcoholic brand) â€” work naturally in Minneapolis's significant Hmong, Somali, and Lutheran communities where dry weddings are common. Budget covers non-alcoholic beverage service and any setup fees.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Catering,1,Full-Service Fine Dining,per_head,105,165,90,140,"White-glove plated service built around Minneapolis's nationally celebrated culinary identity: indigenous Minnesota cuisine (Sean Sherman/Owamni's decolonized food movement), Scandinavian-American influence (lutefisk and lefse refined into modern menus), Upper Midwest farm-to-table cuisine, and James Beard Award-winning chef culture (Gavin Kaysen at Spoon and Stable, multiple recent Beard semifinalists). Crave Catering operates the Quincy Hall venue and major catering programs. Top Minneapolis caterers operate at $105 to $165 per head for full-service plated dining before Minnesota's 8 percent combined sales tax and the standard 20-22 percent service charge.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Catering,2,Seated Dinner with Staffed Service,per_head,70,110,60,92,"A full plated or family-style seated dinner with professional staffing. Twin Cities Wedding.report puts catering combined with venue at $42,135-$51,499 for 175 guests average. Standalone catering at the seated dinner level runs $70 to $110 per head before Minnesota sales tax and service charges. Minneapolis's culinary identity supports both indigenous-foods and Scandinavian heritage menus â€” wild rice pilaf, walleye preparations, lefse plates, Bundt cake (a Minnesota classic) brought to formal event format.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Catering,3,Buffet / Family Style,per_head,50,80,42,68,"Buffet and family-style service â€” including Upper Midwest classics like wild rice hot dish, walleye fish fry, kielbasa and pierogi spreads reflecting the city's strong Eastern European immigrant heritage, or contemporary farm-to-table buffets from Minnesota farms. Standalone buffet catering at the mid-market level runs $50-$80 per head before sales tax and service charges.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Catering,4,Cocktail Reception / Stations,per_head,36,58,30,48,"Heavy appetizers and food stations â€” wild rice and walleye small plates, Scandinavian-inspired charcuterie with cured fish and lingonberry preserves, lefse with various fillings as passed appetizers, and stations reflecting Minneapolis's strong Vietnamese, Hmong, and East African immigrant culinary communities. Works well at Northeast Minneapolis Arts District galleries, North Loop industrial venues, and downtown rooftops where the cocktail format fits the social register.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Catering,5,DIY / Self-Catered,per_head,12,32,12,28,"A backyard or family property gathering where food comes from beloved Twin Cities institutions â€” Hai Hai or Quang for Vietnamese catering reflecting the city's strong Hmong and Vietnamese communities, Surly Brewing for upscale brewery-style catering, or a community potluck spread reflecting Minneapolis's diverse cultural neighborhoods. For anything at Semple Mansion, Gale Mansion, or other venues with exclusive catering requirements, this tier isn't available.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Florals & Decor,1,Couture Floral Design,flat,14000,20000,11500,16000,"Full-scale installation work by Minneapolis's most celebrated floral studios â€” elaborate ceremony arches, ceiling installations at the Turnblad Mansion scale, and full tablescapes featuring Minnesota peonies (a local specialty during the short Juneâ€“July season), locally grown dahlias, and prairie grasses. Studios at this level carry specific ASI and Semple Mansion credentials.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Florals & Decor,2,Full Floral Installation,flat,8000,14000,6500,11500,"Large-scale floral design with an Upper Midwest sensibility â€” locally grown peonies, garden roses, dahlias, and prairie grasses with installation work scaled to grand historic mansion venues. Full installation at Semple Mansion or comparable properties runs $8,000 to $14,000 at skilled Minneapolis studios.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Florals & Decor,3,Traditional Florals,flat,3000,7500,2500,6200,"The full complement of wedding florals with a Minnesota character: bridal bouquet of locally grown peonies and seasonal blooms from Twin Cities flower farms, ceremony arrangements, and reception centerpieces. A full traditional package at a mansion or hotel venue runs $3,000-$7,500.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Florals & Decor,4,Minimal Florals + Rentals,flat,1400,4000,1200,3400,"A scaled-back floral plan paired with the inherent decor of Minneapolis's historic mansion venues â€” Semple Mansion's Swarovski chandeliers and restored frescoes, the Gale Mansion's 1912 character, the American Swedish Institute's castle-like Turnblad Mansion architecture. Simple greenery runners, candles, and a few statement arrangements complement these settings without requiring full installation.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Florals & Decor,5,DIY / Dried / Greenery Only,flat,200,1400,200,1200,"Dried Minnesota prairie wildflowers, preserved seasonal blooms, locally grown peonies and dahlias from Twin Cities flower farms (St. Paul has a strong urban cut-flower farming community), and arrangements assembled at home. For a small ceremony in a Twin Cities park or backyard setting, minimal florals feel appropriate.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Music & Entertainment,1,Premium Live Band (10â€“12 Piece),flat,9000,13000,7500,10500,"A full 10 to 12-piece band drawing from Minneapolis's extraordinary musical heritage â€” the birthplace of Prince, with deep traditions in funk, indie rock, and Americana. Acts at this level perform for corporate events and bring full horn sections, multiple vocalists, and the ability to pay genuine homage to Minneapolis's Prince-influenced funk tradition. A marquee funk band at a Twin Cities mansion venue is a specifically Minneapolis experience.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Music & Entertainment,2,Live Band (6â€“8 Piece),flat,4500,9000,3800,7500,"A full reception band of 6 to 8 musicians in Minneapolis, where the music scene is extraordinary â€” the birthplace of Prince, with deep funk, indie rock, and Americana traditions. Premium acts with strong Minneapolis wedding entertainment reputations run $4,500 to $9,000.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Music & Entertainment,3,Live Band (Ceremony or Cocktail Only),flat,1800,5000,1500,4200,"A string quartet, jazz trio, or acoustic Americana duo for the ceremony and cocktail hour paired with a DJ for the reception. Minneapolis's classical music community â€” Minnesota Orchestra musicians, MacPhail Center for Music faculty and graduates, University of Minnesota School of Music alumni â€” produces exceptional ceremony ensembles. Combined with a reception DJ, total entertainment runs $1,800-$5,000.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Music & Entertainment,4,DJ,flat,1300,3500,1100,2800,"A professional wedding DJ for the full reception. Wedding.report puts Minneapolis DJ spend at $745-$911 (broader market average); experienced Twin Cities wedding DJs who understand the city's diverse musical culture â€” Prince and Minneapolis funk legacy, indie rock, the city's Hmong wedding music traditions, and modern pop â€” run $1,300-$3,500.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Music & Entertainment,5,Curated Playlist / Friend,flat,100,500,100,400,"A curated playlist managed by a trusted friend through a venue-provided or rented sound system. Works for intimate elopements at Minnehaha Falls or the Stone Arch Bridge, micro-weddings at small venue spaces, and small backyard gatherings. For anything at Semple Mansion, the Gale Mansion, or major venues with production requirements, this tier typically isn't permitted.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Photography & Video,1,Luxury Editorial Team,flat,8000,11000,6500,9000,"Lead photographer, second photographer, and a dedicated cinematographer â€” with engagement session and premium album. The Twin Cities' most celebrated editorial wedding photographers with deep portfolio experience at Semple Mansion, the Gale Mansion, and the ASI Turnblad Mansion run $8,000 to $11,000. At this tier your photographer understands the particular quality of Minneapolis winter light through Tiffany glass and the long golden hours of midsummer on Lake Minnetonka.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Photography & Video,2,Lead + Second Shooter + Full Video,flat,5500,8000,4500,6500,"A lead photographer, second shooter, and videography team for a full Minneapolis wedding day. Sea Circus Weddings puts Minneapolis mansion-venue photography starting at $5,500 including film and second photographer; skilled Twin Cities teams with strong mansion venue portfolios run $5,500 to $8,000.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Photography & Video,3,Lead Photographer + Video,flat,4000,7500,3500,6500,"A strong lead photographer paired with a highlight film videographer. Wedding.report puts Twin Cities photo and video combined at $3,074-$3,757 for 175 guests at the broader market average; mid-market packages including full-day photography and a three- to five-minute highlight film run $4,000-$7,500 with skilled local talent. Minnesota fall foliage (mid-September through mid-October) creates extraordinary documentary photography conditions.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Photography & Video,4,Lead Photographer Only,flat,2800,5500,2400,4800,"A single experienced photographer, full-day coverage, no video. Wedding.report puts Minneapolis solo photography at $2,654-$3,310 for 125-175 guests at the broader market level; experienced Minneapolis photographers who specialize in the city's distinctive mansion-venue aesthetic and editorial documentary style run $3,000-$5,500.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Photography & Video,5,Friend / Hobbyist,flat,250,1100,250,950,"A trusted friend or a newer photographer building their portfolio. Works for intimate elopements at Minnehaha Falls or the Stone Arch Bridge, micro-weddings at small venue spaces, and small courthouse ceremonies at Hennepin County District Court. For anything at Semple Mansion, the Gale Mansion, or comparable historic venues with a full guest list, a professional photographer with venue-specific experience pays dividends â€” these venues' dramatic light conditions reward specialized expertise.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Wedding Planner,1,Full-Service Planner,flat,4500,12000,3800,10000,"Full-service planning from Twin Cities studios. Experienced Minneapolis wedding planners managing destination weddings at Semple Mansion, the American Swedish Institute, and the Gale Mansion run $5,000-$12,000. Tim Larsen Photography notes full-service planners run 10-15 percent of total budget; on a $45,000 Minneapolis average wedding that's $4,500-$6,750. The Twin Cities wedding planner community is competitive â€” strong relationships with the city's historic mansion venues unlock priority booking.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Wedding Planner,2,Partial Planning,flat,2400,5500,2000,4500,"Partial planning for couples who have booked their venue and key vendors but need local expertise for remaining vendor sourcing, contract review, and day-of management. Minneapolis's strong vendor community and the complexity of the city's mansion venue logistics â€” particularly when navigating restrictions like Glensheen's 50-guest cap or specific catering requirements â€” make local expertise valuable even at the partial planning level.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Wedding Planner,3,Day-Of Coordinator,flat,1100,2800,950,2400,"Day-of coordination for any Minneapolis venue. Tim Larsen Photography puts Minnesota day-of coordinators at 3-5 percent of total budget, the most common choice for Twin Cities weddings. Experienced local coordinators who know specific venue protocols at Semple Mansion, the Gale Mansion, the American Swedish Institute, and other Twin Cities mansion venues run $1,100-$2,800.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Wedding Planner,4,DIY / No Coordinator,flat,0,0,0,0,"No professional planning or coordination. Realistic for intimate elopements at Minnehaha Falls or the Stone Arch Bridge, micro-weddings at small spaces, and small backyard gatherings of 20 or fewer guests. For anything at Semple Mansion, the Gale Mansion, or major historic venues with multiple vendor requirements, the absence of a coordinator creates significant day-of risk.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Stationery & Invitations,1,Custom Letterpress / Foil,flat,1500,4500,1500,4000,"Bespoke letterpress or foil-stamped suites from Minneapolis's boutique paper designers â€” studios in the North Loop, Northeast Arts District, and Saint Paul's Lowertown that specialize in Upper Midwest aesthetics: Scandinavian-inspired botanical motifs, prairie wildflower illustrations, North Star and pine-tree typography, and engraved letterpress on cotton stock. A fully custom letterpress suite runs $1,500-$4,500.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Stationery & Invitations,2,Printed Suite (Online Designer),flat,400,1800,400,1600,"Semi-custom and designer-template suites from Minted, Zola, or Artifact Uprising. A standard digitally printed suite of 100 sets runs $537-$783 on Minted. Add save-the-dates and day-of paper goods, and a full package runs $400-$1,800.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Stationery & Invitations,3,Digital Invitations,flat,25,110,25,90,"Paperless Post, Zola's digital invite tools, or a custom digital invite. Common in Twin Cities tech-forward professional networks where digital communication is default. Free platforms available; Paperless Post premium designs run $1-$3 per send.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Stationery & Invitations,4,No Formal Stationery,flat,0,22,0,18,"Word of mouth, a free Zola or The Knot wedding website, and personal outreach. Appropriate for elopements at Minnehaha Falls or the Stone Arch Bridge, micro-weddings, and intimate family gatherings. A Minnesota marriage license costs $115 in Hennepin County with a five-day waiting period after application before the ceremony â€” that's the only paper the state requires.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Venue,1,Iconic Estate / Landmark Institution,flat,18000,24000,12000,17000,"The American Swedish Institute's Turnblad Mansion â€” 33 rooms of castle-like Scandinavian design on Park Avenue, a National Historic Landmark â€” and Semple Mansion in Loring Park (the state's largest original residential ballroom with Swarovski crystal chandeliers and restored fresco paintings) represent the apex of the Minneapolis historic venue market. Full Saturday buyouts run $18,000 to $24,000 for exclusive access.",included,included,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Venue,2,Private Estate / Historic Mansion,flat,12000,18000,8000,12000,"The Gale Mansion in South Minneapolis (1912, National Registry of Historic Places) and Van Dusen Mansion â€” a Queen Anne Victorian in Lowry Hill â€” represent the Twin Cities' historic mansion tier at site fees of $12,000 to $18,000. These properties bring genuine 19th-century architectural character to Minneapolis wedding celebrations.",included,included,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Venue,3,Grand Hotel Ballroom,flat,9000,18000,6000,12500,"The Foshay Tower (W Hotel Minneapolis) with Art Deco landmark character, Loews Minneapolis Hotel, and The Saint Paul Hotel in downtown Saint Paul (1910 grand hotel). Minnesota's 6.875% state tax plus Hennepin County's local tax (typically 8.025% combined) applies to F&B layered onto 20â€“22% service charges.",included,included,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Venue,4,Boutique Hotel / Inn Venue,flat,5000,10000,3200,7000,"The Hewing Hotel in North Loop's historic district and Hotel Ivy in downtown bring boutique character. More intimate scale (50â€“120 guests), stronger Minneapolis neighborhood identity, site fees $5,000â€“$10,000. Minneapolis boutique hotels in the North Loop offer a distinctly local alternative to the convention-center hotel tier.",minimum,minimum,7000,,true
Minneapolis,Minnesota,minneapolis,metro,June,September,,Venue,5,Dedicated Wedding Venue,flat,3000,6500,2000,4500,"Quincy Hall in Northeast Minneapolis Arts District (the city's largest event venue, in the historic Keller Building, with Crave Catering), Day Block Event Center along the Riverfront (25â€“250 guests), and The Hutton House on Medicine Lake. Woodland Glasshaus at Bavaria Downs brings a modern glass-pavilion experience Mayâ€“October.",minimum,extra,5000,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Venue,6,Industrial / Loft / Studio Space,flat,1500,3500,1000,2500,"56 Brewing in Northeast Minneapolis (soft industrial space, 50â€“250 guests), the breweries of Northeast (Indeed Brewing, Surly Brewing's destination brewery), and Minneapolis Cider Co.'s Haralson Room. BYO catering at most; site fees $1,500â€“$3,500. Minneapolis's craft beverage culture makes brewery event spaces a particularly appealing lower-tier option.",minimum,extra,2000,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Venue,7,Restaurant / Private Buyout,flat,900,3000,600,2200,"Spoon and Stable (James Beard winner Gavin Kaysen), Owamni by The Sioux Chef (celebrated decolonized indigenous-foods restaurant), Demi, and Alma in Northeast. For a couple who wants Minneapolis's nationally celebrated food culture and Twin Cities indigenous food movement at the center of their wedding.",included,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Venue,8,Public Garden / Park,flat,150,2500,150,1800,"Loring Park, Minnehaha Park with Minnehaha Falls, and Lake Harriet Bandshell permitted through Minneapolis Parks & Recreation. Como Park Lakeside Pavilion in Saint Paul and Centennial Lakes Park in Edina. Minnesota's peak wedding window (Juneâ€“September) is only four months â€” outdoor planning is competitive and requires 12+ month booking lead times.",extra,extra,,,false
Minneapolis,Minnesota,minneapolis,metro,June,September,,Venue,9,Backyard / Family Property,flat,0,2500,0,2000,"A family property in Linden Hills, the Lake Minnetonka communities, or the Saint Paul lakefront suburbs. Budget covers tent rental (essential for Juneâ€“September weather variability â€” Minnesota summer storms can be sudden and severe), portable restrooms, and any city permits. Mosquito mitigation is a real expense â€” budget $200â€“$500 for professional treatment 24â€“48 hours prior.",extra,extra,,,false
Nantucket,Massachusetts,nantucket,destination,June,September,,Attire & Beauty,1,Designer / Couture,flat,6000,17000,6000,15000,"Nantucket brides shop Boston and NYC boutiques (Mark Ingram, Vera Wang, Kleinfeld) for designer gowns from $4,500 to $13,000-plus. Add alterations, top-tier hair and makeup ($400 to $700 traveling to the island), and partner attire for $6,000 to $17,000.",extra,extra,,,false
Nantucket,Massachusetts,nantucket,destination,June,September,,Attire & Beauty,2,Bridal Boutique,flat,2400,6200,2400,5700,"Boston boutiques carry mid-to-upper boutique gowns from $2,000 to $4,800. Nantucket hair and makeup $320 to $500 (travel fees factored in). Total $2,400 to $6,200.",extra,extra,,,false
